regulator,MOS (M-),GLS (M-),GLS (M+),ALS (M-),MOS (M+),ALS (M+)
LOC155060,-0.31968865052351,0.672776804747442,-0.11872934165441,1.3243979146943,1.01108322177419,-1.22537426710943
ZNF746,0.330914816654211,-0.732628839186198,-1.03580811200552,1.12956144675314,-0.342838987013733,-0.0673307866879997
NKX6-3,0.0606528752726997,-0.345457014604501,-0.69606243308366,1.44948621973622,-0.222645645103015,1.00839692308336
ZNF483,1.05067884131823,-1.18235879999798,-3.33824928796301,4.01295163667513,-1.60292623118596,2.42676232020569
ZNF782,0.346262386310491,0.395147035430713,-1.54440802436019,2.51523246107098,-1.81333783780753,1.97216831416048
ZNF645,-0.66943857975624,-0.146128431999204,1.69335895398197,0.0263337408604571,-0.0540172702662396,1.50822222041053
ZXDB,-3.91192597578475,4.08700797161205,4.30694271777304,-1.30947371851265,-4.36612843007925,-0.505760320249655
RHOXF1,0.776957212812683,0.471490636688028,-0.958508908960519,1.30704619571493,-0.694692083645362,1.49556835558793
ZDHHC15,2.14493479197105,-1.08986976767845,-5.09174852304065,3.75045549406816,-1.28544474374511,3.20581956346521
HSFY2,-0.999293596421408,-1.32672935250456,-0.938371551768492,0.549962381760916,0.373620366064561,-0.316039163207847
NKX2-3,0.874120148531959,-0.213759431406498,-3.08539942986979,3.01279022973406,-0.298569191883852,0.405751553015478
ZFPM1,-2.81936278577865,3.4479982583257,2.86158444855406,0.329966758512344,-2.99940522915074,-0.366332488701993
